n,true_cv,true_M,cv_hat,M_hat,cost_unif_chebyshev,cost_unif_bernstein,cost_is,tau,branch_taken,oracle_decision,rel_error,in_borderline
2000,2.869439534666998,22.1660269939405,0.6638117139734322,3.8992338310457986,2000,2000,3047.961886276374,0.5,is,uniform,0.014429554052634875,1
2000,2.804968516663726,22.06499967036417,0.7352208079956168,4.405561183280642,2000,2000,3047.961886276374,0.5,is,uniform,0.018345848874375726,1
2000,2.735942484849644,21.257719756855096,2.5815842611770017,13.539236522255324,2000,2000,3047.961886276374,0.5,is,uniform,0.008571071346175478,1
2000,0.65141260441657,7.2644391200920655,0.44911965542789706,2.020584109998863,2000,706.2512425280808,3047.961886276374,0.5,uniform_exact,uniform,0.0,0
2000,0.6410291195607866,6.374989174742897,0.4901746260421714,3.045350535146741,2000,660.6132527733449,3047.961886276374,0.5,uniform_exact,uniform,0.0,0
2000,0.6227487686611384,6.430958934057433,0.7820596119499107,4.453671181838062,2000,638.1095561822503,3047.961886276374,0.5,is,uniform,0.00752771952540915,0
2000,1.358269331673104,8.966713358539577,1.4216119349094838,7.865720405999633,2000,2000,3047.961886276374,0.5,is,uniform,0.008117673675767137,0
2000,1.3763076923974027,8.285852764690443,1.1909951765391422,7.664811171678847,2000,2000,3047.961886276374,0.5,is,uniform,0.005948468597196267,0
2000,1.4611702597146317,9.106720084066147,1.2774428109766096,9.031818346172814,2000,2000,3047.961886276374,0.5,is,uniform,0.01954072116517426,0
2000,2.7142794007709448,13.745211635687745,2.9531207410675426,15.501331089523923,2000,2000,3047.961886276374,0.5,is,uniform,0.001376369995676101,1
2000,2.726308523162901,13.889554001701725,2.801927700907556,20.242885147238045,2000,2000,3047.961886276374,0.5,is,uniform,0.0034466565995632274,1
2000,2.7326270401993864,13.72668609604081,2.502133044966203,10.94600512321414,2000,2000,3047.961886276374,0.5,is,uniform,0.00347601328945937,1
2000,0.5866904178552818,6.882127609815075,0.57036912389255,2.961445175336459,2000,607.833459026285,3047.961886276374,0.5,is,uniform,0.0005092528972036687,0
2000,0.6805166058317258,7.844182030189697,0.5839492927298743,2.9031341026832758,2000,767.8062812379214,3047.961886276374,0.5,is,uniform,0.024344430247091868,0
2000,0.6075248895724128,8.488601778181627,0.5130038138283124,2.9047905508732175,2000,690.9428482752027,3047.961886276374,0.5,is,uniform,0.0008347829097155463,0
2000,1.4612428196080953,6.753627793666996,1.526378624209212,6.392787570288726,2000,2000,3047.961886276374,0.5,is,uniform,0.036980350197860494,0
2000,1.4764441467779024,6.956174126191189,1.4967981878711136,5.892486004581399,2000,2000,3047.961886276374,0.5,is,uniform,0.008064368907803725,0
2000,1.4190922443740461,6.741387981806074,1.360241884029058,6.003371551427439,2000,2000,3047.961886276374,0.5,is,uniform,0.00023342109847805388,0
2000,2.301445779003562,8.777361115865295,2.256821380044073,7.942653255560083,2000,2000,3047.961886276374,0.5,is,uniform,0.02053761433885129,0
2000,2.3152827988189686,8.658788130102245,2.6365991319785573,12.119740209682321,2000,2000,3047.961886276374,0.5,is,uniform,0.0028232881608384417,1
2000,2.30933321640677,8.687845653682372,2.5262379228831606,10.121642420288875,2000,2000,3047.961886276374,0.5,is,uniform,0.016412536442744027,1
2000,0.5915941849529013,6.747218403782818,0.5117068789966609,2.8963972090041326,2000,609.1909512319154,3047.961886276374,0.5,is,uniform,0.015023406673244043,0
2000,0.5845956482433441,7.133862103294786,0.5111463886993529,2.5722431955336087,2000,614.1252907176902,3047.961886276374,0.5,is,uniform,0.014358711522547012,0
2000,0.6364016724628121,6.162099158324124,0.6002004922353732,2.9906468812196514,2000,646.8295982407201,3047.961886276374,0.5,is,uniform,0.013265699364114094,0
